date,ticker,grossProfit,grossLoss,fees
2024-04-16,ES,250.00,0,4.68
2024-04-16,ES,0,250.00,4.68
2024-04-19,ES,0,375.00,4.68
2024-04-22,ES,0,250.00,4.68
2024-04-22,ES,0,375.00,4.68
2024-04-26,ES,250.00,0,4.68
2024-04-26,ES,250.00,0,4.68
2024-05-02,ES,250.00,0,4.68
2024-05-06,ES,0,187.50,4.68
2024-05-09,ES,500.00,0,4.68
2024-05-09,ES,875.00,0,4.68
2024-05-10,ES,875.00,0,4.68
2024-05-10,ES,625.00,0,4.68
2024-05-14,ES,625.00,0,4.68
2024-05-16,ES,0,312.50,4.68
2024-05-22,ES,0,125.00,4.68
2024-05-23,ES,0,125.00,4.68
2024-05-23,ES,375.00,0,4.68
2024-05-28,ES,875.00,0,4.68
2024-05-28,ES,375.00,0,4.68
2024-05-29,ES,750.00,0,4.68
2024-05-30,ES,0,187.50,4.68
2024-05-31,ES,0,250.00,4.68
2024-06-04,ES,375.00,0,4.68
2024-06-10,ES,0,250.00,4.68
2024-06-10,ES,625.00,0,4.68
2024-06-11,ES,0,187.50,4.68
2024-06-12,ES,0,187.50,4.68
2024-06-13,ES,500.00,0,4.68
2024-06-14,ES,375.00,0,4.68
2024-06-24,ES,0,250.00,4.68
2024-06-27,ES,500.00,0,4.68
2024-06-28,ES,500.00,0,4.68
2024-06-28,ES,0,187.50,4.68
2024-07-01,ES,0,125.00,4.68
2024-07-02,ES,0,187.50,4.68
2024-07-03,ES,500.00,0,4.68
2024-07-05,ES,0,312.50,4.68
2024-07-05,ES,0,187.50,4.68
2024-07-05,ES,312.50,0,4.68
2024-07-09,ES,0,250.00,4.68
2024-07-10,ES,375.00,0,4.68
2024-07-15,ES,375.00,0,4.68
2024-07-16,ES,500.00,0,4.68
2024-07-17,ES,500.00,0,4.68
2024-07-18,ES,750.00,0,4.68
2024-07-19,ES,875.00,0,4.68
2024-07-22,ES,0,187.50,4.68
2024-07-23,ES,875.00,0,4.68
2024-07-23,ES,625.00,0,4.68
2024-07-24,ES,500.00,0,4.68
2024-07-25,ES,375.00,0,4.68
2024-07-26,ES,375.00,0,4.68
2024-07-29,ES,875.00,0,4.68
2024-07-30,ES,0,187.50,4.68
2024-07-30,ES,625.00,0,4.68
2024-07-31,ES,0,250.00,4.68
2024-08-02,ES,0,1000.00,4.68
2024-08-07,ES,0,625.00,4.68
2024-08-19,ES,125.00,0,4.68
2024-08-20,ES,0,500.00,4.68
2024-08-23,ES,125.00,0,4.68
2024-09-03,ES,0,312.50,4.68
2024-09-04,ES,500.00,0,4.68
2024-09-06,ES,0,187.50,4.68
2024-09-12,ES,0,187.50,4.68
2024-09-16,ES,0,187.50,4.68
2024-09-17,ES,500.00,0,4.68
2024-09-18,ES,0,250.00,4.68
2024-09-19,ES,875.00,0,4.68
2024-09-20,ES,750.00,0,4.68
2024-09-23,ES,0,187.50,4.68
2024-09-24,ES,875.00,0,4.68
2024-09-25,ES,312.50,0,4.68
2024-09-25,ES,250.00,0,4.68
2024-09-27,ES,875.00,0,4.68
2024-09-30,ES,250.00,0,4.68
2024-09-30,ES,0,312.50,4.68
2024-09-30,ES,375.00,0,4.68
2024-09-30,ES,750.00,0,4.68
2024-10-01,ES,625.00,0,4.68
2024-10-02,ES,750.00,0,4.68
2024-10-02,ES,875.00,0,4.68
2024-10-03,ES,0,125.00,4.68
2024-10-04,ES,500.00,0,4.68
2024-10-07,ES,0,125.00,4.68
2024-10-10,ES,0,312.50,4.68
2024-10-21,ES,0,187.50,4.68
2024-10-23,ES,250.00,0,4.68
2024-10-24,ES,0,187.50,4.68
2024-10-24,ES,0,312.50,4.68
2024-10-24,ES,312.50,0,4.68
2024-10-25,ES,0,187.50,4.68
2024-10-28,ES,0,250.00,4.68
2024-10-31,ES,500.00,0,4.68
2024-11-01,ES,0,187.50,4.68
2024-11-01,ES,875.00,0,4.68
2024-11-01,ES,375.00,0,4.68
2024-11-01,ES,0,312.50,4.68
2024-11-01,ES,375.00,0,4.68
2024-11-01,ES,750.00,0,4.68
2024-11-12,ES,0,187.50,4.68
2024-11-15,ES,750.00,0,4.68
2024-11-18,ES,500.00,0,4.68
2024-11-18,ES,0,125.00,4.68
2024-11-22,ES,0,250.00,4.68
2024-11-22,ES,312.50,0,4.68
2024-11-22,ES,312.50,0,4.68
2024-11-25,ES,625.00,0,4.68
2024-11-26,ES,875.00,0,4.68
2024-11-26,ES,0,250.00,4.68
2024-11-27,ES,375.00,0,4.68
2024-12-02,ES,0,312.50,4.68
2024-12-04,ES,250.00,0,4.68
2024-12-05,ES,0,250.00,4.68
2024-12-06,ES,0,625.00,4.68
2024-12-06,ES,0,625.00,4.68
2024-12-23,ES,250.00,0,4.68
2024-12-26,ES,125.00,0,4.68
2024-12-26,ES,250.00,0,4.68
2024-12-27,ES,0,625.00,4.68
2024-12-30,ES,0,625.00,4.68
2024-12-30,ES,0,375.00,4.68
2024-12-31,ES,0,250.00,4.68
2024-12-31,ES,187.50,0,4.68
2025-01-02,ES,0,500.00,4.68
2025-01-08,ES,125.00,0,4.68
2025-01-08,ES,312.50,0,4.68
2025-01-10,ES,250.00,0,4.68
2025-01-13,ES,250.00,0,4.68
2025-01-16,ES,187.50,0,4.68
2025-01-23,ES,312.50,0,4.68
2025-01-24,ES,187.50,0,4.68
2025-01-28,ES,0,500.00,4.68
2025-01-30,ES,0,312.50,4.68
2025-02-04,ES,250.00,0,4.68
2025-02-04,ES,0,125.00,4.68
2025-02-06,ES,312.50,0,4.68
2025-02-06,ES,0,187.50,4.68
2025-02-10,ES,0,187.50,4.68
2025-02-11,ES,500.00,0,4.68
2025-02-12,ES,0,187.50,4.68
2025-02-13,ES,875.00,0,4.68
2025-02-14,ES,250.00,0,4.68
2025-02-14,ES,375.00,0,4.68
2025-02-19,ES,250.00,0,4.68
2025-02-20,ES,0,187.50,4.68
2025-02-24,ES,500.00,0,4.68
2025-02-26,ES,500.00,0,4.68
2025-02-26,ES,875.00,0,4.68
2025-02-27,ES,375.00,0,4.68
2025-03-03,ES,125.00,0,4.68
2025-03-10,ES,0,500.00,4.68
2025-03-11,ES,0,500.00,4.68
2025-03-13,ES,125.00,0,4.68
2025-03-27,ES,0,1000.00,4.68
2025-03-28,ES,0,500.00,4.68
2025-04-04,ES,0,500.00,4.68
2025-04-04,ES,125.00,0,4.68
2025-04-08,ES,0,500.00,4.68
2025-04-22,ES,0,625.00,4.68
2025-04-25,ES,125.00,0,4.68
2025-04-30,ES,250.00,0,4.68
2025-05-01,ES,750.00,0,4.68
2025-05-02,ES,375.00,0,4.68
2025-05-14,ES,875.00,0,4.68
2025-05-15,ES,375.00,0,4.68
2025-05-21,ES,375.00,0,4.68
2025-05-22,ES,875.00,0,4.68
2025-05-22,ES,0,187.50,4.68
2025-05-22,ES,375.00,0,4.68
2025-05-22,ES,625.00,0,4.68
2025-05-23,ES,250.00,0,4.68
2025-05-28,ES,0,125.00,4.68
2025-05-30,ES,250.00,0,4.68
2025-06-03,ES,375.00,0,4.68
2025-06-04,ES,0,250.00,4.68
2025-06-04,ES,500.00,0,4.68
2025-06-05,ES,375.00,0,4.68
2025-06-06,ES,375.00,0,4.68
2025-06-09,ES,500.00,0,4.68
2025-06-11,ES,375.00,0,4.68
2025-06-13,ES,0,250.00,4.68
2025-06-16,ES,312.50,0,4.68
2025-06-17,ES,0,312.50,4.68
2025-06-17,ES,625.00,0,4.68
2025-06-18,ES,625.00,0,4.68
2025-06-23,ES,0,187.50,4.68
2025-06-30,ES,0,312.50,4.68
2025-06-30,ES,375.00,0,4.68
2025-06-30,ES,625.00,0,4.68
2025-06-30,ES,0,187.50,4.68
2025-06-30,ES,375.00,0,4.68
2025-07-01,ES,312.50,0,4.68
2025-07-02,ES,0,125.00,4.68
2025-07-03,ES,312.50,0,4.68
2025-07-03,ES,375.00,0,4.68
2025-07-14,ES,625.00,0,4.68
2025-07-16,ES,0,125.00,4.68
2025-07-16,ES,375.00,0,4.68
2025-07-17,ES,750.00,0,4.68
2025-07-21,ES,375.00,0,4.68
2025-07-22,ES,375.00,0,4.68
2025-07-23,ES,625.00,0,4.68
2025-07-24,ES,0,125.00,4.68
2025-07-25,ES,375.00,0,4.68
2025-07-25,ES,250.00,0,4.68
2025-07-28,ES,375.00,0,4.68
2025-08-01,ES,250.00,0,4.68
2025-08-01,ES,250.00,0,4.68
2025-08-05,ES,125.00,0,4.68
2025-08-05,ES,312.50,0,4.68
2025-08-08,ES,187.50,0,4.68
2025-08-11,ES,0,500.00,4.68
2025-08-13,ES,0,625.00,4.68
2025-08-13,ES,0,625.00,4.68
2025-08-13,ES,0,500.00,4.68
2025-08-18,ES,0,312.50,4.68
2025-08-18,ES,250.00,0,4.68
2025-08-20,ES,0,500.00,4.68
2025-08-20,ES,0,375.00,4.68
2025-08-22,ES,250.00,0,4.68
2025-08-27,ES,0,625.00,4.68
2025-08-28,ES,0,250.00,4.68
2025-09-02,ES,500.00,0,4.68
2025-09-03,ES,0,125.00,4.68
2025-09-03,ES,500.00,0,4.68
2025-09-04,ES,500.00,0,4.68
2025-09-05,ES,250.00,0,4.68
2025-09-08,ES,500.00,0,4.68
2025-09-09,ES,625.00,0,4.68
2025-09-10,ES,750.00,0,4.68
2025-09-12,ES,0,187.50,4.68
2025-09-15,ES,375.00,0,4.68
2025-09-16,ES,375.00,0,4.68
2025-09-17,ES,375.00,0,4.68
2025-09-17,ES,625.00,0,4.68
2025-09-22,ES,875.00,0,4.68
2025-09-25,ES,0,250.00,4.68
2025-09-29,ES,625.00,0,4.68
2025-10-01,ES,0,187.50,4.68
2025-10-02,ES,750.00,0,4.68
2025-10-03,ES,0,187.50,4.68
2025-10-03,ES,0,312.50,4.68
2025-10-06,ES,375.00,0,4.68
2025-10-07,ES,0,250.00,4.68
2025-10-07,ES,0,250.00,4.68
2025-10-09,ES,375.00,0,4.68
2025-10-10,ES,0,187.50,4.68
2025-10-13,ES,625.00,0,4.68
2025-10-15,ES,750.00,0,4.68
2025-10-16,ES,750.00,0,4.68
2025-10-17,ES,625.00,0,4.68
2025-10-20,ES,375.00,0,4.68
2025-10-20,ES,250.00,0,4.68
2025-10-21,ES,500.00,0,4.68
2025-10-23,ES,0,187.50,4.68
2025-10-24,ES,500.00,0,4.68
2025-10-28,ES,312.50,0,4.68
2025-10-30,ES,875.00,0,4.68
2025-10-30,ES,625.00,0,4.68
2025-10-31,ES,500.00,0,4.68
2025-11-04,ES,0,187.50,4.68
2025-11-04,ES,500.00,0,4.68
2025-11-05,ES,0,187.50,4.68
2025-11-07,ES,750.00,0,4.68
2025-11-10,ES,0,187.50,4.68
2025-11-13,ES,500.00,0,4.68
2025-11-18,ES,375.00,0,4.68
2025-11-18,ES,0,250.00,4.68
2025-11-24,ES,375.00,0,4.68
2025-11-24,ES,625.00,0,4.68
2025-11-25,ES,0,250.00,4.68
2025-11-28,ES,312.50,0,4.68
2025-12-02,ES,0,375.00,4.68
2025-12-03,ES,0,375.00,4.68
2025-12-05,ES,125.00,0,4.68
2025-12-05,ES,125.00,0,4.68
2025-12-08,ES,0,375.00,4.68
2025-12-09,ES,312.50,0,4.68
2025-12-09,ES,312.50,0,4.68
2025-12-10,ES,250.00,0,4.68
2025-12-29,ES,0,500.00,4.68
2025-12-30,ES,312.50,0,4.68
2025-12-31,ES,125.00,0,4.68
2026-01-02,ES,312.50,0,4.68
2026-01-02,ES,250.00,0,4.68
2026-01-02,ES,375.00,0,4.68
2026-01-02,ES,750.00,0,4.68
2026-01-02,ES,875.00,0,4.68
2026-01-05,ES,312.50,0,4.68
2026-01-06,ES,875.00,0,4.68
2026-01-13,ES,500.00,0,4.68
2026-01-13,ES,0,250.00,4.68
2026-01-14,ES,312.50,0,4.68
2026-01-20,ES,0,312.50,4.68
2026-01-22,ES,0,250.00,4.68
2026-01-26,ES,0,187.50,4.68
2026-01-27,ES,0,125.00,4.68
2026-02-02,ES,0,500.00,4.68
2026-02-05,ES,187.50,0,4.68
2026-02-06,ES,1112.50,0,4.68
2026-02-12,ES,0,625.00,4.68
2026-02-12,ES,737.50,0,4.68
2026-03-04,ES,0,375.00,4.68
2026-03-06,ES,250.00,0,4.68
2026-03-09,ES,312.50,0,4.68
2026-03-09,ES,500.00,0,4.68
2026-03-11,ES,0,312.50,4.68
2026-03-11,ES,187.50,0,4.68
2026-03-11,ES,250.00,0,4.68
2026-03-11,ES,250.00,0,4.68
2026-03-12,ES,250.00,0,4.68
2026-03-16,ES,0,312.50,4.68
2026-03-18,ES,875.00,0,4.68
2026-03-20,ES,250.00,0,4.68
2026-03-26,ES,625.00,0,4.68
2026-03-27,ES,250.00,0,4.68
2026-03-30,ES,0,625.00,4.68
2026-03-30,ES,0,500.00,4.68
2026-03-30,ES,0,375.00,4.68
2026-04-07,ES,5287.50,0,4.68
